id_restaurante;nome_restaurante;containerId;createdAt;customer_id;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version
1;A Casa da Massa;CYCDU9E5;24/01/2025 12:05;378;EK3N4J;AKI9MI;IfoodBridge;APP;;True;6327;False;IMMEDIATE;INDOOR;IFOOD;;PLACED;75;3044;63.69;01/06/2025 22:37;v2.1.6
1;A Casa da Massa;CZMZ00KG;30/07/2025 03:01;843;8IJILO;6S0VHL;KDSPro;APP;Vel iure molestiae accusantium nostrum alias repellendus.;True;6289;False;IMMEDIATE;TAKEOUT;99FOOD;;CONFIRMED;84;407;54.59;22/06/2025 16:31;v2.1.0
1;A Casa da Massa;D279T57L;11/11/2024 05:43;283;9JAQ84;65W2LW;CannoliEngine;POS;;True;6199;False;SCHEDULED;INDOOR;DELIVERYVIP;;CANCELED;59;706;70.38;21/04/2025 15:34;v2.2.6
1;A Casa da Massa;DITP2XE1;08/01/2025 09:05;994;HVLN7W;FMUEHG;CannoliEngine;APP;Nisi odit dolore accusantium aut.;False;8677;False;SCHEDULED;INDOOR;WHATSAPP;18/06/2025 14:30;CONFIRMED;79;2901;30.91;18/06/2025 22:33;v2.6.7
1;A Casa da Massa;DK1DEMBX;28/01/2025 19:07;102;ST0KKM;3XQRW1;IfoodBridge;WEB;;False;8779;False;IMMEDIATE;DELIVERY;SITE;28/04/2025 18:58;CONFIRMED;52;1551;21.3;27/04/2025 03:05;v2.2.5
1;A Casa da Massa;E3ROWV2Q;03/04/2025 15:28;186;CN99OK;RDGOQX;DirectOrder;POS;;False;8512;False;SCHEDULED;INDOOR;99FOOD;09/03/2025 08:53;PENDING;29;814;62.46;09/03/2025 08:43;v3.7.9
1;A Casa da Massa;E6P5ONYS;14/02/2025 17:57;94;YTLVAE;UUWB5S;DirectOrder;POS;;True;5513;False;IMMEDIATE;DELIVERY;IFOOD;27/03/2025 23:19;CANCELED;72;651;22.38;27/03/2025 11:37;v2.8.1
1;A Casa da Massa;EGHNN4KH;17/08/2025 12:51;549;4TEGDS;K82U33;IfoodBridge;APP;In odit quasi at.;True;9280;False;IMMEDIATE;DELIVERY;EPADOCA;;CONFIRMED;15;584;97.85;18/09/2024 21:08;v1.2.4
1;A Casa da Massa;EIGHY4R9;24/05/2025 16:00;796;K4PQKS;S4NBAY;IfoodBridge;WEB;Eius ipsam animi.;False;6475;False;IMMEDIATE;INDOOR;WHATSAPP;;CONCLUDED;75;2079;14.6;12/06/2025 14:22;v1.4.3
1;A Casa da Massa;EL72B269;02/10/2024 13:32;461;J7TFYL;C93ZWU;KDSPro;POS;;True;5538;False;IMMEDIATE;TAKEOUT;WHATSAPP;04/01/2025 00:22;CONCLUDED;40;2212;87.59;03/01/2025 22:30;v3.9.6
1;A Casa da Massa;FDKNL48K;24/12/2024 05:13;647;6H9G9E;I2LIMP;IfoodBridge;POS;;False;9582;False;SCHEDULED;TAKEOUT;WHATSAPP;20/12/2024 03:31;PLACED;9;916;30.65;19/12/2024 14:15;v3.0.7
1;A Casa da Massa;FXDU6Q50;08/05/2025 15:17;662;AELHR1;BVF589;IfoodBridge;APP;;True;9081;False;SCHEDULED;INDOOR;EPADOCA;17/11/2024 19:46;PENDING;15;3193;60.44;17/11/2024 19:18;v3.7.6
1;A Casa da Massa;GH41UKCO;31/03/2025 01:34;901;VRXITI;ZY8X8X;CannoliEngine;POS;;True;8074;True;SCHEDULED;TAKEOUT;99FOOD;23/01/2025 03:40;CANCELED;31;604;103.14;20/01/2025 19:56;v2.8.6
1;A Casa da Massa;HBHTPAK0;13/09/2024 16:00;677;W7RHYW;X09JVA;CannoliEngine;APP;Voluptatem molestias deserunt nisi.;False;3754;False;IMMEDIATE;INDOOR;IFOOD;15/10/2024 04:25;DISPATCHED;64;1756;95.98;14/10/2024 17:00;v1.9.7
1;A Casa da Massa;HDCSWQ0Y;20/11/2024 07:17;398;G2DXM8;9V9VZ1;IfoodBridge;WEB;;False;1989;False;IMMEDIATE;DELIVERY;IFOOD;;PENDING;63;3214;82.12;23/01/2025 14:51;v1.2.4
1;A Casa da Massa;HECFXW7P;23/08/2025 08:16;86;T0RKXQ;LLOPEY;DirectOrder;WEB;;True;6795;False;SCHEDULED;DELIVERY;SITE;03/12/2024 00:06;CONCLUDED;21;3419;50.13;30/11/2024 21:32;v1.3.8
1;A Casa da Massa;HFJE694Z;30/04/2025 17:44;140;4TLS1D;Z0N8DW;KDSPro;POS;;False;9148;False;IMMEDIATE;TAKEOUT;EPADOCA;;CONCLUDED;55;1673;32.49;20/09/2024 16:54;v3.6.4
1;A Casa da Massa;HTPV0LK1;13/03/2025 21:57;558;QGQ322;UNZVZ8;CannoliEngine;POS;Exercitationem reprehenderit eligendi ducimus id ullam.;False;3080;False;IMMEDIATE;INDOOR;SITE;16/02/2025 00:56;PLACED;16;1387;43.03;14/02/2025 07:26;v3.2.1
1;A Casa da Massa;I7QUDJS6;18/12/2024 13:13;794;CK18O8;4NC75F;DirectOrder;WEB;Qui perspiciatis occaecati nobis laboriosam magni accusantium.;False;2955;False;SCHEDULED;INDOOR;DELIVERYVIP;;PLACED;15;153;36.32;16/08/2025 00:13;v2.1.1
1;A Casa da Massa;ICQXVZ11;12/05/2025 01:14;494;08DCNK;4OWD14;DirectOrder;POS;;True;1622;False;SCHEDULED;TAKEOUT;WHATSAPP;09/10/2024 07:06;CONCLUDED;28;2770;31.41;07/10/2024 20:02;v1.0.8
1;A Casa da Massa;IOTYWXDZ;11/09/2024 18:00;595;4MT6E1;5XCQRM;DirectOrder;APP;;True;1315;False;SCHEDULED;TAKEOUT;99FOOD;05/05/2025 15:44;CANCELED;8;1516;65.37;05/05/2025 13:57;v2.7.7
1;A Casa da Massa;K7RTINXT;28/10/2024 02:31;661;RFK7GW;LWVG73;CannoliEngine;POS;;True;7670;False;SCHEDULED;DELIVERY;IFOOD;;PLACED;13;3058;30.05;09/03/2025 18:06;v3.3.6
1;A Casa da Massa;KAZPL668;19/02/2025 00:47;487;A71H4W;RTQRNZ;IfoodBridge;APP;;False;8739;False;SCHEDULED;TAKEOUT;ANOTAAI;26/03/2025 18:13;CANCELED;23;3162;66.56;25/03/2025 17:12;v3.3.2
1;A Casa da Massa;KRB4LTX0;26/08/2025 04:05;128;IMPMB8;MOD7NT;IfoodBridge;WEB;Doloremque molestiae exercitationem esse accusantium accusantium odit.;True;5405;False;SCHEDULED;TAKEOUT;EPADOCA;16/11/2024 21:53;CONFIRMED;30;820;14.15;16/11/2024 20:38;v1.1.1
1;A Casa da Massa;LVO8FXF2;30/06/2025 20:12;111;MPGQCL;ADG2AK;KDSPro;POS;Deleniti quasi commodi alias quaerat eius repellat accusantium.;True;9757;False;IMMEDIATE;TAKEOUT;EPADOCA;28/09/2024 20:13;CANCELED;43;2521;49.1;29/09/2024 01:11;v3.8.7
1;A Casa da Massa;LZ2FTBYP;27/07/2025 04:03;434;IH0NRC;JBXMR3;CannoliEngine;POS;;True;3233;False;IMMEDIATE;DELIVERY;99FOOD;23/07/2025 21:13;PENDING;39;3286;69.18;22/07/2025 00:42;v1.4.6
1;A Casa da Massa;M6ZV6061;21/02/2025 19:37;595;ZV5E8T;WGESNX;KDSPro;APP;Illo corrupti ipsam velit numquam alias numquam voluptatem.;True;8086;False;IMMEDIATE;INDOOR;EPADOCA;18/05/2025 03:05;CANCELED;14;2563;35.09;18/05/2025 00:19;v2.9.0
1;A Casa da Massa;NGNJYJIK;17/12/2024 14:54;463;WS9UVN;MIXWGY;KDSPro;APP;;True;1550;False;SCHEDULED;INDOOR;99FOOD;;CANCELED;66;2352;53.79;19/01/2025 05:17;v3.6.2
2;A Confeitaria;NM580830;20/12/2024 14:06;140;N95R3U;DGCJT8;DirectOrder;APP;;False;9260;False;IMMEDIATE;DELIVERY;EPADOCA;10/03/2025 03:32;CONCLUDED;7;2249;22.03;07/03/2025 18:04;v1.0.8
1;A Casa da Massa;O1LIYMWL;17/03/2025 05:44;693;7GFRD4;2YWBNG;IfoodBridge;POS;;True;5408;False;SCHEDULED;INDOOR;WHATSAPP;11/01/2025 15:20;CANCELED;39;324;131.68;11/01/2025 07:20;v1.4.5
1;A Casa da Massa;OX0SR20O;01/05/2025 14:40;818;K1BU1E;SISZTF;DirectOrder;POS;;False;8485;False;SCHEDULED;INDOOR;DELIVERYVIP;;CANCELED;49;860;63.55;14/11/2024 22:35;v3.5.2
1;A Casa da Massa;P9ODBLA7;22/09/2024 21:23;329;0HNYRO;55CVY5;CannoliEngine;APP;;False;5075;False;SCHEDULED;INDOOR;ANOTAAI;22/01/2025 06:17;PLACED;23;3292;52.08;19/01/2025 22:09;v2.8.6
1;A Casa da Massa;PBDTG0AZ;01/10/2024 21:16;804;DKKQAH;SU1GIQ;IfoodBridge;APP;;False;8098;False;SCHEDULED;DELIVERY;99FOOD;16/04/2025 08:29;DISPATCHED;37;2555;61.45;15/04/2025 04:22;v2.4.4
1;A Casa da Massa;PC1POX3I;17/06/2025 00:36;647;SSOMLX;2GELLF;CannoliEngine;APP;;True;3051;False;SCHEDULED;INDOOR;SITE;18/09/2024 13:11;PLACED;25;97;181.53;18/09/2024 08:01;v2.4.9
1;A Casa da Massa;QTH8EC5F;30/07/2025 09:45;252;BXU2UW;QAB4H8;DirectOrder;POS;;True;8897;False;IMMEDIATE;TAKEOUT;WHATSAPP;;CONCLUDED;50;3175;145.44;21/08/2025 02:44;v3.3.1
1;A Casa da Massa;QYJ0U28M;30/11/2024 14:59;352;Z13E54;IBTH07;IfoodBridge;POS;;False;7992;False;IMMEDIATE;DELIVERY;SITE;;CONCLUDED;12;1700;45.18;20/06/2025 22:17;v2.3.6
1;A Casa da Massa;R42C7RSW;03/05/2025 21:39;84;YXZVC5;958W6G;CannoliEngine;POS;;True;4227;False;IMMEDIATE;DELIVERY;DELIVERYVIP;;PENDING;36;3384;68.53;10/01/2025 16:40;v2.4.2
10;Hamburgueria do Chef;R6UQ4A52;03/10/2024 09:22;1;YQNNZ1;I3XEQK;IfoodBridge;POS;Amet laudantium quasi corrupti earum omnis.;False;4187;False;SCHEDULED;TAKEOUT;EPADOCA;18/09/2024 14:01;CONCLUDED;15;2009;39.86;18/09/2024 00:24;v3.0.1
1;A Casa da Massa;RBCREVOH;18/05/2025 18:28;702;K7H09B;CTB8Z5;DirectOrder;POS;;True;6088;False;SCHEDULED;DELIVERY;WHATSAPP;27/03/2025 05:43;CANCELED;69;377;45.85;25/03/2025 06:24;v1.7.0
1;A Casa da Massa;RNTV1LSQ;26/04/2025 20:16;677;TPHW53;RISQE2;CannoliEngine;POS;Sequi voluptas officiis veritatis dignissimos.;True;7986;False;SCHEDULED;INDOOR;ANOTAAI;;CANCELED;47;3577;58.44;16/04/2025 10:53;v2.1.7
1;A Casa da Massa;SE5L72YN;31/08/2025 15:44;324;OEKV2G;ETNCSR;KDSPro;APP;;True;1494;False;SCHEDULED;TAKEOUT;IFOOD;27/10/2024 23:21;CONFIRMED;48;871;52.93;26/10/2024 06:25;v1.4.2
1;A Casa da Massa;SFQI0ODH;10/12/2024 00:15;465;46VZDH;QJMF6M;CannoliEngine;POS;Expedita doloribus at quaerat aliquam ipsa doloremque.;True;7034;False;IMMEDIATE;TAKEOUT;ANOTAAI;10/08/2025 13:38;DISPATCHED;11;2736;72.74;10/08/2025 17:18;v3.2.9
1;A Casa da Massa;SGK3V2W7;10/06/2025 07:12;269;DI6IT4;FP05PL;CannoliEngine;WEB;;False;7058;False;IMMEDIATE;TAKEOUT;ANOTAAI;;PLACED;18;3318;15.46;08/10/2024 09:46;v2.7.3
1;A Casa da Massa;SQAA92IB;24/04/2025 06:11;566;KWGR8C;UZVX9V;CannoliEngine;POS;;True;6659;False;IMMEDIATE;INDOOR;SITE;16/07/2025 02:29;PENDING;33;449;119.42;15/07/2025 10:51;v1.5.4
1;A Casa da Massa;T1WBX69B;29/03/2025 11:11;419;4W2HFH;1UKDX0;IfoodBridge;WEB;;True;6016;False;IMMEDIATE;TAKEOUT;IFOOD;;PENDING;72;1224;147.42;23/01/2025 06:20;v3.6.5
1;A Casa da Massa;T6HVGNZE;20/02/2025 02:15;270;MQ1ODX;7QN1XO;DirectOrder;WEB;;True;7297;False;IMMEDIATE;TAKEOUT;ANOTAAI;25/09/2024 13:19;CANCELED;50;2209;17.25;24/09/2024 11:39;v1.0.9
1;A Casa da Massa;T6RQ0UUM;23/04/2025 04:00;613;0MOQSC;KP74V6;KDSPro;WEB;;True;3470;False;IMMEDIATE;INDOOR;DELIVERYVIP;04/09/2025 14:08;CONFIRMED;45;3316;168.18;02/09/2025 01:56;v1.4.3
1;A Casa da Massa;TOBY20RM;03/05/2025 16:03;999;73CFC4;VG9Z2A;CannoliEngine;APP;Soluta vitae assumenda rerum illo ullam nemo.;True;9960;False;IMMEDIATE;DELIVERY;SITE;09/09/2024 18:26;PENDING;55;2403;132.62;10/09/2024 06:17;v3.5.5
1;A Casa da Massa;TSEP0CXH;06/05/2025 19:41;973;H3GY41;EBIBT0;DirectOrder;WEB;;True;8342;False;SCHEDULED;DELIVERY;99FOOD;;CONFIRMED;88;410;147.95;02/10/2024 01:40;v3.9.7
1;A Casa da Massa;TSF8T8R0;08/06/2025 12:00;392;IFEJ5V;KKO7I2;DirectOrder;WEB;;True;6735;False;IMMEDIATE;DELIVERY;SITE;07/10/2024 08:38;PENDING;84;665;138.83;07/10/2024 09:43;v3.6.5
1;A Casa da Massa;U7IM82G6;29/01/2025 14:25;644;JGOVWH;4S5YKV;CannoliEngine;WEB;;True;5352;False;SCHEDULED;TAKEOUT;SITE;27/12/2024 09:26;CONFIRMED;36;2752;92.53;26/12/2024 20:03;v3.7.6
1;A Casa da Massa;UB4DS1EO;29/03/2025 15:17;734;5J1HI5;LVGR1D;CannoliEngine;WEB;Beatae voluptates voluptas totam tempore perspiciatis.;True;8407;False;IMMEDIATE;DELIVERY;DELIVERYVIP;28/05/2025 08:48;DISPATCHED;51;2125;25.07;27/05/2025 12:11;v1.6.1
1;A Casa da Massa;ULQZB0PO;18/12/2024 05:59;126;8BYVPJ;GXKVAP;CannoliEngine;APP;;False;7642;False;IMMEDIATE;INDOOR;DELIVERYVIP;05/05/2025 08:58;PENDING;42;3343;132.28;04/05/2025 00:43;v1.0.5
1;A Casa da Massa;UPP1JHJT;16/09/2024 06:49;135;54DQ6V;ASWR8A;IfoodBridge;APP;;False;2765;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;09/07/2025 10:58;PLACED;54;367;46.37;08/07/2025 11:33;v2.0.0
1;A Casa da Massa;UZ8D9M0I;17/11/2024 18:34;518;B3W4WI;TR0MEV;CannoliEngine;APP;Mollitia consequatur dignissimos sint.;False;9460;False;SCHEDULED;INDOOR;DELIVERYVIP;;PLACED;12;1794;38.72;30/08/2025 00:55;v1.0.8
1;A Casa da Massa;VF710TDN;30/07/2025 15:28;595;UFTI6C;TERMYZ;IfoodBridge;WEB;Atque reiciendis magnam vitae excepturi.;True;2819;False;SCHEDULED;DELIVERY;SITE;16/12/2024 16:25;PENDING;68;2743;65.07;15/12/2024 05:28;v1.1.6
1;A Casa da Massa;W3PUYY8T;09/10/2024 20:47;48;2TKX0W;LJ8VE8;DirectOrder;POS;;True;5146;False;IMMEDIATE;DELIVERY;EPADOCA;;CANCELED;87;2917;58.15;07/10/2024 12:50;v2.3.7
1;A Casa da Massa;WOY3AMWY;14/06/2025 09:12;576;J1JMQX;U0GLI6;IfoodBridge;WEB;Error culpa accusamus.;False;5573;False;SCHEDULED;DELIVERY;SITE;07/01/2025 09:03;DISPATCHED;90;2712;169.46;07/01/2025 03:40;v2.4.3
1;A Casa da Massa;WPCGMFKF;05/02/2025 12:48;191;T7RUZH;ER8D5K;IfoodBridge;WEB;Velit a harum consequuntur pariatur temporibus.;False;6612;False;SCHEDULED;INDOOR;IFOOD;21/07/2025 02:00;CANCELED;49;3335;104.9;21/07/2025 14:51;v3.2.9
1;A Casa da Massa;WUUW4W21;19/12/2024 01:05;129;ZWS4NG;692U1Z;DirectOrder;APP;Itaque quidem voluptate molestiae vitae.;False;5127;False;SCHEDULED;DELIVERY;DELIVERYVIP;;CONCLUDED;40;3071;45.73;24/10/2024 08:07;v3.7.2
1;A Casa da Massa;WV2GPSCP;23/02/2025 02:39;65;K3HNCD;VLQUIE;IfoodBridge;APP;Amet accusamus labore temporibus quo deserunt reiciendis.;True;3989;False;SCHEDULED;TAKEOUT;IFOOD;;DISPATCHED;89;2541;65.27;21/06/2025 11:08;v2.6.1
1;A Casa da Massa;XBAO5Y9E;14/01/2025 07:18;888;TF7IJB;7WM5CD;CannoliEngine;WEB;Iusto ipsam officia eos dolores.;False;3097;False;SCHEDULED;DELIVERY;DELIVERYVIP;;DISPATCHED;5;276;37.09;25/05/2025 16:52;v3.0.2
1;A Casa da Massa;XJIF4S7Y;27/05/2025 06:43;410;S7W073;PLJV61;CannoliEngine;WEB;;True;1348;False;IMMEDIATE;DELIVERY;EPADOCA;04/07/2025 19:15;CONCLUDED;68;66;39.12;04/07/2025 01:55;v3.5.4
1;A Casa da Massa;XJZJICIG;04/05/2025 23:26;186;1VMI7J;O2LV5H;KDSPro;APP;Architecto dolorem quae tempore.;False;1173;True;IMMEDIATE;INDOOR;SITE;11/06/2025 21:04;CONCLUDED;13;214;135.56;09/06/2025 14:22;v2.6.9
1;A Casa da Massa;XQ101DBA;27/10/2024 01:45;393;FSI0B2;UMWXD4;IfoodBridge;APP;;False;9983;False;IMMEDIATE;INDOOR;SITE;;PENDING;45;1215;31.14;20/11/2024 21:37;v2.8.0
1;A Casa da Massa;XS0KCW8Q;06/06/2025 04:06;823;6JU7U9;D56TSY;IfoodBridge;APP;;True;2770;False;SCHEDULED;INDOOR;IFOOD;;PENDING;56;1798;40.88;16/08/2025 22:39;v3.0.9
1;A Casa da Massa;XS5B4M6E;26/09/2024 07:01;233;ERR7EB;LQWXW0;DirectOrder;WEB;Quaerat corrupti reprehenderit sequi dolor accusamus.;True;4011;False;SCHEDULED;INDOOR;ANOTAAI;04/09/2025 23:36;PENDING;74;1505;67.15;03/09/2025 00:59;v2.9.1
1;A Casa da Massa;Y2TSFI4W;01/08/2025 09:02;582;A0CUY6;TIWHZN;IfoodBridge;POS;Inventore occaecati laudantium harum delectus aliquam ut.;True;5428;False;IMMEDIATE;TAKEOUT;99FOOD;02/07/2025 06:41;DISPATCHED;17;3080;21.98;29/06/2025 22:14;v3.1.6
1;A Casa da Massa;YATMMXUF;05/01/2025 02:08;994;JHY709;69EGCZ;DirectOrder;WEB;;False;7106;False;SCHEDULED;INDOOR;EPADOCA;;DISPATCHED;72;1849;74.01;07/11/2024 17:47;v3.7.3
1;A Casa da Massa;YHPHDXX9;19/08/2025 19:23;421;UHEXD6;38YVUA;KDSPro;APP;Provident cum asperiores consequuntur neque distinctio impedit.;False;8747;False;SCHEDULED;TAKEOUT;WHATSAPP;03/03/2025 17:23;PLACED;43;1327;126.66;02/03/2025 05:58;v2.1.1
