id_restaurante;nome_restaurante;id;segmentId;templateId;storeId;name;description;badge;type;status;isDefault;createdAt;createdBy;updatedAt;updatedBy
1;A Casa da Massa;92;71;92;RYFZMYOA2V;Campanha CN;;seasonal;2;1;False;22/06/2024 12:54;esthercardoso;23/02/2025 12:54;lorenzocardoso
1;A Casa da Massa;93;5;93;7RL2YJ0974;Campanha CO;Sapiente dignissimos voluptatibus error in nemo tempora quo sunt eos molestias ratione consequuntur.;seasonal;1;4;False;10/03/2024 05:25;ffernandes;30/10/2024 05:25;danilo54
1;A Casa da Massa;94;72;94;1VHHGY8NNK;Campanha CP;Perspiciatis consequuntur consectetur voluptate ipsum provident non commodi ullam excepturi pariatur voluptate.;;2;4;False;08/10/2024 05:56;maria-sophia10;14/07/2025 05:56;luigioliveira
1;A Casa da Massa;95;73;95;3P9M7QNTFP;Campanha CQ;Mollitia quo accusamus numquam animi necessitatibus ratione voluptatum quis illo.;seasonal;1;1;True;27/05/2024 08:57;luiza10;23/11/2024 08:57;da-cruzbruno
1;A Casa da Massa;96;74;96;XWOR17DPUB;Campanha CR;;;1;2;False;21/02/2024 02:11;da-motajoao-guilherme;06/04/2024 02:11;almeidaguilherme
1;A Casa da Massa;97;75;97;M2Q6X2O72S;Campanha CS;Aut corporis dolore dolor illum debitis fugit nesciunt excepturi omnis nihil perspiciatis.;;1;1;False;12/07/2024 03:20;camposrafael;13/09/2024 03:20;carvalhorenan
1;A Casa da Massa;98;76;98;AFN33VM89I;Campanha CT;Esse consequatur atque id ipsam corrupti.;winback;2;2;False;20/06/2024 18:32;ribeiroana-livia;06/07/2024 18:32;acampos
1;A Casa da Massa;99;77;99;9G6SPD2SW2;Campanha CU;Ducimus expedita voluptatem expedita perferendis iusto voluptatibus.;consumption;1;1;False;14/09/2024 21:05;da-mataaugusto;01/04/2025 21:05;xpeixoto
1;A Casa da Massa;100;78;100;PWVBZ7CN0E;Campanha CV;Totam maiores non et pariatur sapiente pariatur dolores sunt recusandae magnam doloremque accusantium.;loyalty;2;2;False;16/02/2024 23:53;igor82;29/02/2024 23:53;sophia63
1;A Casa da Massa;101;5;101;03NJBCFA95;Campanha CW;Voluptates omnis ad excepturi quos debitis nesciunt assumenda quas itaque harum distinctio ullam.;consumption;1;1;False;06/08/2024 17:02;nicole88;09/12/2024 17:02;da-pazyago
1;A Casa da Massa;102;79;102;46HD2ORWHP;Campanha CX;;consumption;1;2;False;10/02/2024 19:50;emilly67;20/10/2024 19:50;nda-rocha
1;A Casa da Massa;103;80;103;W4EMM9VASJ;Campanha CY;Est quae id eaque adipisci ipsa corrupti animi perspiciatis.;loyalty;1;3;True;23/09/2024 23:08;da-luznina;10/07/2025 23:08;zsilveira
1;A Casa da Massa;104;81;104;BEDYEJHDZX;Campanha CZ;Commodi tempora sit totam culpa nisi.;loyalty;2;2;False;25/02/2024 08:30;ipeixoto;15/06/2024 08:30;isadora04
1;A Casa da Massa;105;82;105;8D2VFHZPQV;Campanha DA;Rem animi laboriosam occaecati consectetur voluptas.;loyalty;2;3;False;28/03/2024 14:56;diasagatha;18/08/2024 14:56;joao-lucas18
2;A Confeitaria;106;83;106;Q68JOV58TO;Campanha DB;Omnis neque repellat impedit ut placeat alias cum delectus.;loyalty;1;2;False;13/09/2024 11:46;ana-beatrizda-rosa;15/10/2024 11:46;isabellyalves
2;A Confeitaria;107;84;107;N2ELALQ26U;Campanha DC;Sunt esse reiciendis doloremque dolores error numquam ipsa voluptatum perspiciatis.;consumption;1;4;False;22/09/2024 21:51;cauemartins;31/03/2025 21:51;kpires
2;A Confeitaria;108;5;108;LLH2R9PEGL;Campanha DD;Impedit voluptatum omnis ab veritatis omnis voluptate culpa doloremque distinctio.;winback;1;4;False;02/10/2024 16:31;joana19;12/05/2025 16:31;maria-vitoria38
2;A Confeitaria;109;5;109;4O67BXCD20;Campanha DE;;consumption;2;1;False;01/05/2024 05:04;isabelly83;07/07/2024 05:04;calebe18
2;A Confeitaria;110;85;110;ZQ48ENWBBA;Campanha DF;Repellat esse quidem voluptates dolore adipisci minus repellendus rem ducimus.;loyalty;1;2;True;12/06/2024 12:40;carvalhobruna;11/11/2024 12:40;nascimentomaria-eduarda
2;A Confeitaria;111;86;111;3TAYB5BBKJ;Campanha DG;Iste unde dolorum nostrum quas sed aliquid.;loyalty;2;1;False;18/10/2024 23:46;vitoriapeixoto;24/04/2025 23:46;kazevedo
2;A Confeitaria;112;87;112;5158OQESUX;Campanha DH;Asperiores temporibus minima error totam molestias modi eaque maiores provident temporibus magnam ipsam.;consumption;2;1;False;29/02/2024 19:41;fogacaana-livia;10/08/2024 19:41;saragao
2;A Confeitaria;113;88;113;4IX4ZCRHYQ;Campanha DI;Voluptatum perferendis rem saepe rem pariatur eaque rerum laudantium sequi accusantium error.;winback;2;3;True;27/05/2024 20:53;matheus11;08/03/2025 20:53;silveirarebeca
2;A Confeitaria;114;89;114;X4DE7NQWHO;Campanha DJ;Quidem asperiores magnam unde quod doloremque impedit consectetur neque.;winback;1;2;True;12/10/2024 22:24;goncalvesmarcela;01/06/2025 22:24;raquelpires
2;A Confeitaria;115;90;115;0I6GBXQJ7D;Campanha DK;Soluta eligendi optio aut provident vel dolores.;migration;2;3;False;08/07/2024 19:00;salesmaria-alice;31/08/2024 19:00;marcelaaragao
2;A Confeitaria;116;91;116;BN7GGGJVSD;Campanha DL;Facilis libero ex dolor quod non eaque debitis vitae est molestias dolorum dicta.;migration;2;2;False;03/06/2024 09:12;esouza;23/07/2024 09:12;barbosabarbara
2;A Confeitaria;117;92;117;DIWZOD05JH;Campanha DM;Atque saepe maiores veniam temporibus consequatur officiis illum at optio maxime.;seasonal;1;1;False;06/02/2024 08:20;danielabarros;04/11/2024 08:20;vmonteiro
2;A Confeitaria;118;5;118;6W04YGYFLQ;Campanha DN;Non voluptatum autem occaecati quibusdam commodi esse.;consumption;1;2;False;23/03/2024 15:39;da-cruztheo;05/12/2024 15:39;lopesmarcela
2;A Confeitaria;119;5;119;V8URID3U94;Campanha DO;Porro impedit magnam dolores ipsum eos nam temporibus animi ad debitis.;consumption;2;4;False;01/10/2024 13:13;isabellyoliveira;05/10/2024 13:13;anthony50
2;A Confeitaria;120;93;120;9JRNAMZ614;Campanha DP;Unde sit laborum quibusdam animi beatae.;seasonal;1;2;True;20/07/2024 07:53;maiteduarte;15/01/2025 07:53;marcelanunes
2;A Confeitaria;121;94;121;XFRI09M0G8;Campanha DQ;Explicabo beatae modi ipsa libero quae hic in perferendis amet accusantium.;;1;3;False;19/06/2024 03:02;marianemoura;09/10/2024 03:02;pedro-miguel72
2;A Confeitaria;122;95;122;5OP9LBSMWP;Campanha DR;Magnam natus adipisci est ipsa aperiam totam error.;migration;2;2;True;01/10/2024 11:57;da-cruzdavi-lucca;28/03/2025 11:57;nda-paz
2;A Confeitaria;123;96;123;SKUFRCKQH3;Campanha DS;Possimus eveniet ea voluptas impedit culpa.;migration;1;3;False;10/07/2024 20:59;bernardocostela;24/09/2024 20:59;carolina54
2;A Confeitaria;124;5;124;52S8U8ZF0P;Campanha DT;Pariatur molestias pariatur quis nemo unde sint maiores unde porro.;loyalty;2;4;False;05/03/2024 06:13;julianada-costa;31/08/2024 06:13;fernandesana-livia
2;A Confeitaria;125;97;125;67VGP52F1J;Campanha DU;Ratione libero minus nihil deleniti asperiores explicabo doloribus doloremque nisi eaque.;seasonal;2;2;False;14/06/2024 18:36;lcastro;03/08/2024 18:36;qvieira
2;A Confeitaria;126;98;126;DSYSYMMQ8Q;Campanha DV;Corporis deserunt placeat consectetur accusamus occaecati placeat omnis similique temporibus.;loyalty;2;2;False;05/06/2024 18:51;pedronascimento;14/01/2025 18:51;amandafernandes
2;A Confeitaria;127;99;127;NW65B4EYQ1;Campanha DW;Nesciunt labore sunt dignissimos esse atque tenetur accusamus qui accusantium velit.;seasonal;1;3;False;24/08/2024 03:35;lda-paz;13/05/2025 03:35;davi-luizda-luz
2;A Confeitaria;128;5;128;3UY5EVSZZS;Campanha DX;;seasonal;1;3;False;29/08/2024 14:14;srocha;17/10/2024 14:14;rochaclarice
2;A Confeitaria;129;100;129;Z73WHCF5SI;Campanha DY;Laudantium expedita distinctio exercitationem temporibus repellat.;migration;2;4;False;11/09/2024 18:12;marinada-cruz;17/02/2025 18:12;fcostela
